Unnamed: 0_level_0,Unnamed: 1_level_0,Player,Round 1,Round 1,Unnamed: 5_level_0,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,Draft_Year
33,33,CHI,Corey Williams,Oklahoma State,2,39,288,92,37,29,.367,.250,.826,7.4,2.4,0.9,0.7,0.2,.037,-5.6,-0.3,1992
34,34,MIN,Chris Smith,UConn,3,224,3956,1140,291,627,.435,.366,.713,17.7,5.1,1.3,2.8,3.2,.039,-2.3,-0.3,1992
35,35,CHH,Tony Bennett,Green Bay,3,152,1886,538,155,303,.412,.335,.732,12.4,3.5,1.0,2.0,1.6,.041,-2.7,-0.3,1992
36,36,LAL,Duane Cooper,USC,2,88,781,204,59,178,.402,.216,.720,8.9,2.3,0.7,2.0,-0.5,-.032,-6.1,-0.8,1992
37,37,MIA,Isaiah Morris,Arkansas,1,25,102,55,12,4,.456,,.750,4.1,2.2,0.5,0.2,0.0,-.022,-5.7,-0.1,1992
38,38,ATL,Elmer Bennett,Notre Dame,3,21,159,48,10,22,.340,.273,.722,7.6,2.3,0.5,1.0,-0.3,-.095,-6.9,-0.2,1992
39,39,CHI,Litterial Green,Georgia,5,148,1189,423,75,182,.420,.077,.665,8.0,2.9,0.5,1.2,1.6,.066,-2.4,-0.1,1992
40,40,NJN,Steve Rogers,Alabama State University,,,,,,,,,,,,,,,,,,1992
41,41,HOU,Popeye Jones,Murray State,11,535,12579,3726,3981,696,.447,.281,.751,23.5,7.0,7.4,1.3,22.0,.084,-2.7,-2.1,1992
42,42,MIA,Matt Geiger,Georgia Tech,10,552,12221,5059,3158,388,.499,.232,.728,22.1,9.2,5.7,0.7,28.4,.112,-1.8,0.6,1992
43,43,GSW,Sasha Danilović,,2,75,2331,957,182,149,.439,.379,.789,31.1,12.8,2.4,2.0,4.2,.087,-0.7,0.8,1992
44,44,SAS,Henry Williams,UNC Charlotte,,,,,,,,,,,,,,,,,,1992
45,45,SEA,Chris King,Wake Forest,3,103,2058,693,311,116,.423,.383,.633,20.0,6.7,3.0,1.1,1.0,.023,-2.8,-0.4,1992
46,46,DEN,Robert Werdann,St. John's,3,47,273,101,81,9,.378,.000,.574,5.8,2.1,1.7,0.2,0.1,.026,-6.3,-0.3,1992
47,47,BOS,Darren Morningstar,Pitt,1,23,367,96,81,15,.476,,.600,16.0,4.2,3.5,0.7,0.4,.048,-4.5,-0.2,1992
48,48,PHO,Brian Davis,Duke,1,68,374,131,55,22,.317,.333,.735,5.5,1.9,0.8,0.3,0.0,.000,-4.7,-0.3,1992
49,49,PHO,Ron Ellis,Louisiana Tech,,,,,,,,,,,,,,,,,,1992
50,50,GSW,Matt Fish,UNC Wilmington,3,50,512,177,110,25,.500,.000,.625,10.2,3.5,2.2,0.5,0.6,.058,-3.1,-0.1,1992
51,51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,,,,,,,,,,1992
52,52,CHI,Matt Steigenga,Michigan State,1,2,12,3,3,2,.250,.000,.500,6.0,1.5,1.5,1.0,0.0,-.126,-8.5,0.0,1992
53,53,HOU,Curtis Blair,Richmond,,,,,,,,,,,,,,,,,,1992
54,54,SAC,Brett Roberts,Morehead State University,,,,,,,,,,,,,,,,,,1992
1,1,ORL,Chris Webber,Michigan,15,831,30847,17182,8124,3526,.479,.299,.649,37.1,20.7,9.8,4.2,84.7,.132,3.4,42.1,1993
2,2,PHI,Shawn Bradley,BYU,12,832,19531,6752,5268,573,.457,.103,.716,23.5,8.1,6.3,0.7,40.7,.100,-0.2,8.9,1993
3,3,GSW,Anfernee Hardaway,Memphis,14,704,23711,10684,3146,3525,.458,.316,.774,33.7,15.2,4.5,5.0,61.9,.125,2.5,26.9,1993
4,4,DAL,Jamal Mashburn,Kentucky,11,611,22762,11644,3271,2414,.418,.345,.766,37.3,19.1,5.4,4.0,43.7,.092,0.3,13.4,1993
5,5,MIN,Isaiah Rider,UNLV,9,563,17851,9405,2166,1535,.443,.352,.812,31.7,16.7,3.8,2.7,22.8,.061,-1.0,4.5,1993
6,6,WSB,Calbert Cheaney,Indiana,13,825,22007,7826,2610,1398,.466,.298,.691,26.7,9.5,3.2,1.7,23.1,.050,-2.5,-2.9,1993
7,7,SAC,Bobby Hurley,Duke,5,269,4170,1032,283,880,.353,.272,.769,15.5,3.8,1.1,3.3,-1.2,-.014,-5.4,-3.5,1993
8,8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,.485,.215,.638,32.5,15.0,7.4,1.9,47.0,.088,-1.2,5.3,1993
9,9,DEN,Rodney Rogers,Wake Forest,12,866,21873,9468,3881,1722,.451,.347,.690,25.3,10.9,4.5,2.0,38.8,.085,-0.3,9.7,1993
10,10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,.388,.360,.746,24.8,8.5,2.2,2.7,32.9,.068,-0.4,9.4,1993
11,11,DET,Allan Houston,Tennessee,12,839,28311,14551,2434,1990,.444,.402,.863,33.7,17.3,2.9,2.4,55.3,.094,0.1,15.0,1993
12,12,LAL,George Lynch,UNC,12,774,17683,5109,3902,1121,.446,.306,.652,22.8,6.6,5.0,1.4,32.3,.088,-0.4,7.3,1993
13,13,LAC,Terry Dehere,Seton Hall,6,402,7305,3235,588,1034,.411,.378,.779,18.2,8.0,1.5,2.6,7.3,.048,-2.6,-1.1,1993
14,14,IND,Scott Haskin,Oregon State,1,27,186,55,55,6,.467,,.684,6.9,2.0,2.0,0.2,0.3,.087,-2.8,0.0,1993
15,15,ATL,Doug Edwards,Florida State,3,85,838,203,153,60,.378,.000,.709,9.9,2.4,1.8,0.7,0.2,.013,-4.8,-0.6,1993
16,16,NJN,Rex Walters,Kansas,7,335,4602,1547,403,569,.441,.361,.809,13.7,4.6,1.2,1.7,6.3,.066,-2.0,0.0,1993
17,17,CHH,Greg Graham,Indiana,5,207,2530,938,219,201,.407,.290,.775,12.2,4.5,1.1,1.0,1.3,.025,-3.8,-1.2,1993
18,18,UTA,Luther Wright,Seton Hall,1,15,92,19,10,0,.348,.000,.750,6.1,1.3,0.7,0.0,-0.1,-.064,-12.3,-0.2,1993
19,19,BOS,Acie Earl,Iowa,4,193,2512,980,517,61,.403,.000,.667,13.0,5.1,2.7,0.3,0.3,.005,-5.9,-2.5,1993
20,20,CHH,Scott Burrell,UConn,8,383,7592,2647,1332,527,.418,.373,.723,19.8,6.9,3.5,1.4,16.4,.104,0.7,5.2,1993
21,21,POR,James Robinson,Alabama,7,381,6935,2882,660,715,.394,.348,.666,18.2,7.6,1.7,1.9,5.8,.040,-2.0,0.0,1993
22,22,CLE,Chris Mills,Arizona,10,568,17282,6357,2808,1063,.432,.351,.817,30.4,11.2,4.9,1.9,37.7,.105,-0.5,6.8,1993
23,23,SEA,Ervin Johnson,New Orleans,13,845,16989,3473,5148,387,.505,.200,.605,20.1,4.1,6.1,0.5,37.8,.107,-1.4,2.6,1993
24,24,HOU,Sam Cassell,Florida State,15,993,29812,15635,3221,5939,.454,.331,.861,30.0,15.7,3.2,6.0,87.5,.141,1.8,28.8,1993
25,25,CHI,Corie Blount,Cincinnati,11,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-2.5,-1.1,1993
26,26,ORL,Geert Hammink,LSU,3,8,27,14,7,2,.400,,.667,3.4,1.8,0.9,0.3,0.1,.089,-3.7,0.0,1993
27,27,PHO,Malcolm Mackey,Georgia Tech,1,22,69,32,24,1,.378,.000,.500,3.1,1.5,1.1,0.0,0.1,.036,-8.7,-0.1,1993
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,1993
28,28,DAL,Lucious Harris,Cal State Long Beach,12,800,15701,5784,1864,1130,.426,.348,.790,19.6,7.2,2.3,1.4,28.7,.088,-0.9,4.5,1993
29,29,MIN,Sherron Mills,VCU,,,,,,,,,,,,,,,,,,1993
30,30,WSB,Gheorghe Mureșan,,6,307,6729,3020,1957,150,.573,.000,.644,21.9,9.8,6.4,0.5,19.0,.136,-0.3,2.9,1993
31,31,SAC,Evers Burns,Maryland,1,23,143,56,30,9,.400,,.522,6.2,2.4,1.3,0.4,0.1,.020,-5.5,-0.1,1993
32,32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-.153,-8.4,-0.2,1993
33,33,DAL,Eric Riley,Michigan,5,186,1844,574,479,60,.456,.000,.704,9.9,3.1,2.6,0.3,2.5,.066,-3.8,-0.9,1993
34,34,GSW,Darnell Mee,Western Kentucky,2,40,293,76,36,18,.312,.222,.444,7.3,1.9,0.9,0.5,-0.1,-.020,-2.8,-0.1,1993
35,35,MIA,Ed Stokes,Arizona,1,4,17,3,4,1,.333,,.500,4.3,0.8,1.0,0.3,0.0,-.077,-7.6,0.0,1993
36,36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,,1993
37,37,LAL,Nick Van Exel,Cincinnati,13,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,0.4,17.7,1993
38,38,WSB,Conrad McRae,Syracuse,,,,,,,,,,,,,,,,,,1993
39,39,IND,Thomas Hill,Duke,,,,,,,,,,,,,,,,,,1993
40,40,ATL,Rich Manning,Washington,2,55,512,182,94,10,.415,.400,.643,9.3,3.3,1.7,0.2,-0.3,-.028,-8.3,-0.8,1993
41,41,CHI,Anthony Reed,Tulane,,,,,,,,,,,,,,,,,,1993
42,42,SEA,Adonis Jordan,Kansas,2,10,97,21,6,22,.296,.250,.500,9.7,2.1,0.6,2.2,0.0,-.015,-2.9,0.0,1993
43,43,DEN,Josh Grant,Utah,1,53,382,157,89,24,.404,.279,.759,7.2,3.0,1.7,0.5,0.5,.060,-2.3,0.0,1993
44,44,SAC,Alex Holcombe,Baylor,,,,,,,,,,,,,,,,,,1993
45,45,UTA,Bryon Russell,Cal State Long Beach,13,841,19805,6663,2914,1085,.431,.369,.750,23.5,7.9,3.5,1.3,47.4,.115,0.4,11.8,1993
46,46,HOU,Richard Petruška,UCLA,1,22,92,53,31,1,.435,.467,.750,4.2,2.4,1.4,0.0,0.0,-.014,-8.2,-0.1,1993
47,47,SAS,Chris Whitney,Clemson,11,579,10052,3738,815,1613,.395,.361,.875,17.4,6.5,1.4,2.8,21.2,.101,-0.2,4.6,1993
48,48,POR,Kevin Thompson,NC State,1,14,58,13,13,3,.429,.000,.500,4.1,0.9,0.9,0.2,0.0,-.016,-8.1,-0.1,1993
49,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,,1993
50,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,,1993
51,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,,1993
52,52,SAC,Mike Peplowski,Michigan State,3,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-4.5,-0.4,1993
53,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,,1993
54,54,PHO,Byron Wilson,Utah,,,,,,,,,,,,,,,,,,1993
1,1,MIL,Glenn Robinson,Purdue,11,688,25346,14234,4189,1879,.459,.340,.820,36.8,20.7,6.1,2.7,39.8,.075,0.1,13.5,1994
2,2,DAL,Jason Kidd,California,19,1391,50111,17529,8725,12091,.400,.349,.785,36.0,12.6,6.3,8.7,138.6,.133,3.8,73.5,1994
3,3,DET,Grant Hill,Duke,18,1026,34776,17137,6169,4252,.483,.314,.769,33.9,16.7,6.0,4.1,99.9,.138,3.0,43.6,1994
4,4,MIN,Donyell Marshall,UConn,15,957,25027,10716,6376,1305,.435,.350,.731,26.2,11.2,6.7,1.4,59.0,.113,1.1,19.9,1994
5,5,WSB,Juwan Howard,Michigan,19,1208,36654,16159,7428,2663,.469,.120,.764,30.3,13.4,6.1,2.2,59.4,.078,-1.6,3.8,1994
6,6,PHI,Sharone Wright,Clemson,4,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1.4,.015,-4.8,-3.2,1994
7,7,LAC,Lamond Murray,California,11,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,19.8,.052,-1.2,4.0,1994
8,8,SAC,Brian Grant,Xavier,12,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,54.5,.122,-0.8,6.2,1994
9,9,BOS,Eric Montross,UNC,8,465,8479,2071,2159,207,.490,.000,.478,18.2,4.5,4.6,0.4,8.5,.048,-4.4,-5.2,1994
10,10,LAL,Eddie Jones,Temple,14,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,100.6,.147,3.1,42.3,1994
11,11,SEA,Carlos Rogers,Tennessee State,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,11.1,.095,-1.0,1.5,1994
12,12,MIA,Khalid Reeves,Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,8.4,.069,-1.3,1.0,1994
13,13,DEN,Jalen Rose,Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,47.2,.081,-0.2,12.3,1994
14,14,NJN,Yinka Dare,George Washington,4,110,1002,233,281,4,.396,,.570,9.1,2.1,2.6,0.0,-0.7,-.033,-8.4,-1.6,1994
15,15,IND,Eric Piatkowski,Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,31.0,.102,0.2,7.9,1994
16,16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,.496,.182,.465,17.2,4.8,5.2,0.6,3.9,.063,-3.5,-1.1,1994
17,17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,.438,.350,.779,24.2,7.4,3.3,2.7,40.0,.100,0.7,12.9,1994
18,18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,.541,.750,.475,13.9,3.9,3.1,0.5,1.1,.034,-4.3,-0.9,1994
19,19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,.404,.327,.608,14.2,7.3,1.3,1.2,1.3,.027,-3.3,-0.7,1994
20,20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,-0.7,-.039,-5.0,-0.6,1994
21,21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-4.5,-3.3,1994
22,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1.6,.047,-5.3,-1.3,1994
23,23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,44.0,.102,0.9,15.2,1994
24,24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,11.4,.072,-1.8,0.3,1994
25,25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,8.2,.077,-1.5,0.7,1994
26,26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,.408,.364,.771,22.3,6.3,2.6,4.0,33.0,.113,2.1,14.5,1994
27,27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,.409,.376,.647,10.2,4.5,0.9,1.7,2.0,.057,-1.5,0.2,1994
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,1994
28,28,DAL,Deon Thomas,Illinois,,,,,,,,,,,,,,,,,,1994
29,29,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,.455,.000,.719,9.8,2.3,1.5,0.3,1.7,.057,-3.8,-0.6,1994
30,30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,.407,.350,.827,20.4,6.5,1.7,3.5,19.5,.058,-1.7,1.3,1994
31,31,ORL,Rodney Dent,Kentucky,,,,,,,,,,,,,,,,,,1994
32,32,WSB,Jim McIlvaine,Marquette,7,401,5927,1072,1243,105,.446,.100,.551,14.8,2.7,3.1,0.3,9.4,.076,-2.2,-0.3,1994
33,33,PHI,Derrick Alston,Duquesne,3,139,2657,751,525,94,.489,.143,.487,19.1,5.4,3.8,0.7,2.6,.047,-2.8,-0.5,1994
34,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,.333,.000,1.000,10.5,3.8,1.3,0.3,0.1,.076,-1.2,0.0,1994
35,35,SAC,Michael Smith,Providence,7,449,10552,2527,3193,661,.538,.143,.529,23.5,5.6,7.1,1.5,23.4,.107,-0.1,5.1,1994
36,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,,1994
37,37,SEA,Dontonio Wingfield,Cincinnati,4,114,1146,423,275,76,.389,.309,.721,10.1,3.7,2.4,0.7,1.8,.074,-2.6,-0.2,1994
38,38,CHH,Darrin Hancock,Kansas,3,133,1395,467,169,89,.530,.333,.579,10.5,3.5,1.3,0.7,1.1,.038,-3.3,-0.5,1994
39,39,GSW,Anthony Miller,Michigan State,8,181,1637,510,488,66,.510,.250,.576,9.0,2.8,2.7,0.4,3.8,.110,-2.6,-0.2,1994
40,40,MIA,Jeff Webster,Oklahoma,1,11,58,18,7,3,.348,.333,,5.3,1.6,0.6,0.3,0.0,-.030,-4.9,0.0,1994
41,41,IND,William Njoku,,,,,,,,,,,,,,,,,,,1994
42,42,CLE,Gary Collier,Tulsa,,,,,,,,,,,,,,,,,,1994
43,43,POR,Shawnelle Scott,St. John's,4,105,634,189,228,20,.464,,.465,6.0,1.8,2.2,0.2,1.3,.101,-3.8,-0.3,1994
44,44,IND,Damon Bailey,Indiana,,,,,,,,,,,,,,,,,,1994
45,45,GSW,Dwayne Morton,Louisville,1,41,395,167,58,18,.388,.360,.682,9.6,4.1,1.4,0.4,0.2,.025,-3.5,-0.1,1994
46,46,MIL,Voshon Lenard,Minnesota,11,565,15349,6745,1609,1180,.415,.384,.787,27.2,11.9,2.8,2.1,29.6,.093,0.0,7.9,1994
47,47,UTA,Jamie Watson,South Carolina,4,102,1248,323,149,117,.468,.316,.694,12.2,3.2,1.5,1.1,1.2,.045,-1.5,0.2,1994
48,48,DET,Jevon Crudup,Missouri,,,,,,,,,,,,,,,,,,1994
49,49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,,1994
50,50,PHO,Charles Claxton,Georgia,1,3,7,2,2,0,.500,,.000,2.3,0.7,0.7,0.0,0.0,-.179,-18.9,0.0,1994
51,51,SAC,Lawrence Funderburke,Ohio State,7,318,4726,2031,1142,183,.506,.118,.675,14.9,6.4,3.6,0.6,12.9,.131,-0.5,1.8,1994
52,52,PHO,Anthony Goldwire,Houston,8,266,4951,1667,359,737,.407,.386,.792,18.6,6.3,1.3,2.8,6.4,.062,-1.8,0.3,1994
53,53,HOU,Albert Burditt,Texas,,,,,,,,,,,,,,,,,,1994
54,54,SEA,Željko Rebrača,,5,215,3280,1276,688,88,.527,,.792,15.3,5.9,3.2,0.4,8.3,.121,-2.2,-0.2,1994
1,1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,.455,.238,.790,26.2,10.9,6.4,1.0,60.3,.107,-1.5,3.0,1995
2,2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,.497,.117,.670,27.6,12.0,7.5,1.3,69.8,.119,-0.1,13.2,1995
3,3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,.409,.309,.822,31.2,16.9,3.2,3.3,52.4,.083,0.3,17.4,1995
4,4,WSB,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,.467,.336,.721,32.7,14.4,6.7,1.8,105.1,.139,2.2,38.3,1995
5,5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,.497,.275,.789,34.5,17.8,10.0,3.7,191.4,.182,5.6,96.9,1995
6,6,VAN,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,.475,.074,.703,30.6,12.5,6.9,1.6,13.0,.052,-3.4,-4.3,1995
7,7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,.406,.357,.833,33.2,13.4,3.5,6.1,55.4,.091,0.3,16.8,1995
8,8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,.414,.340,.816,13.7,4.9,1.3,1.0,2.1,.043,-2.3,-0.2,1995
9,9,NJN,Ed O'Bannon,UCLA,2,128,2062,634,316,102,.367,.222,.755,16.1,5.0,2.5,0.8,1.1,.025,-3.5,-0.7,1995
10,10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,.486,.281,.760,24.5,8.1,6.6,1.1,64.2,.114,-0.8,8.6,1995
11,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,.501,.080,.643,19.5,8.6,4.5,1.0,23.2,.113,-1.0,2.4,1995
12,12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,.470,.211,.630,15.8,4.4,3.6,0.6,11.8,.076,-2.4,-0.7,1995
13,13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,34.7,.089,-2.0,-0.1,1995
14,14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,.415,.318,.736,23.9,8.6,3.3,1.4,23.2,.071,-2.4,-1.5,1995
15,15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,.460,.405,.823,25.9,9.3,3.0,3.2,70.5,.143,2.6,27.7,1995
16,16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,.469,.192,.639,21.1,7.8,5.0,0.6,28.0,.097,-1.8,0.6,1995
17,17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,.414,.325,.689,23.7,8.6,3.4,3.8,28.3,.087,0.4,9.4,1995
18,18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,.496,.000,.710,25.3,7.2,5.7,0.6,47.9,.112,0.0,10.3,1995
19,19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,.328,.273,.800,7.9,2.4,0.5,1.0,-0.2,-.026,-5.7,-0.4,1995
20,20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,.481,.000,.637,19.6,7.3,4.4,0.9,13.5,.072,-3.6,-3.6,1995
21,21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,.444,.375,.811,34.4,15.7,4.4,2.9,85.2,.108,1.0,28.8,1995
22,22,CHH,George Zídek,UCLA,3,135,1328,453,286,32,.408,.250,.783,9.8,3.4,2.1,0.2,0.8,.029,-7.5,-1.8,1995
23,23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,.431,.345,.835,21.4,7.6,1.8,3.5,30.9,.098,-0.4,6.0,1995
24,24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,.432,.348,.696,14.6,4.6,3.4,0.6,0.5,.012,-7.2,-2.7,1995
25,25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,.423,.000,.638,9.8,2.9,3.1,0.3,0.6,.026,-6.4,-1.3,1995
26,26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,.375,.160,.765,5.0,3.2,0.9,0.2,0.4,.124,-5.2,-0.1,1995
27,27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,.534,.333,.511,8.9,4.0,2.7,0.4,1.9,.153,-0.8,0.2,1995
28,28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,.486,.100,.569,19.5,4.6,5.5,0.6,33.8,.110,-0.6,5.1,1995
29,29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,.389,.354,.756,15.8,5.5,1.6,2.7,3.0,.030,-1.7,0.4,1995
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,1995
30,30,DET,Lou Roe,UMass,2,66,479,130,92,21,.333,.250,.647,7.3,2.0,1.4,0.3,0.0,-.001,-4.9,-0.4,1995
31,31,CHI,Dragan Tarlać,,1,43,598,103,122,31,.394,,.758,13.9,2.4,2.8,0.7,-0.2,-.016,-7.3,-0.8,1995
32,32,WSB,Terrence Rencher,Texas,1,36,405,106,44,54,.330,.310,.674,11.3,2.9,1.2,1.5,-0.2,-.021,-4.0,-0.2,1995
33,33,BOS,Junior Burrough,Virginia,1,61,495,189,109,15,.376,,.656,8.1,3.1,1.8,0.2,-0.2,-.018,-7.5,-0.7,1995
34,34,GSW,Andrew DeClercq,Florida,10,587,9847,2815,2488,339,.507,.000,.621,16.8,4.8,4.2,0.6,19.3,.094,-2.9,-2.4,1995
35,35,TOR,Jimmy King,Michigan,2,64,890,285,112,90,.429,.147,.691,13.9,4.5,1.8,1.4,0.0,.001,-4.6,-0.6,1995
36,36,VAN,Lawrence Moten,Syracuse,3,119,1814,747,181,182,.408,.299,.652,15.2,6.3,1.5,1.5,0.0,.001,-2.1,0.0,1995
37,37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,.357,.333,.750,6.1,2.1,1.2,0.5,0.0,.025,-4.7,-0.1,1995
38,38,MIL,Rashard Griffith,Wisconsin,,,,,,,,,,,,,,,,,,1995
39,39,CLE,Donny Marshall,UConn,5,119,919,293,121,36,.321,.336,.681,7.7,2.5,1.0,0.3,0.9,.045,-3.8,-0.4,1995
40,40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,.433,,.636,15.3,5.0,3.1,0.3,0.0,.010,-7.2,-0.2,1995
41,41,HOU,Erik Meek,Duke,,,,,,,,,,,,,,,,,,1995
42,42,ATL,Donnie Boyce,Colorado,2,30,195,79,25,16,.349,.250,.500,6.5,2.6,0.8,0.5,-0.3,-.064,-4.9,-0.1,1995
43,43,MIL,Eric Snow,Michigan State,13,846,23132,5791,2141,4245,.424,.208,.763,27.3,6.8,2.5,5.0,43.4,.090,-1.0,5.9,1995
44,44,DEN,Anthony Pelle,Fresno State,,,,,,,,,,,,,,,,,,1995
45,45,ATL,Troy Brown,Providence,,,,,,,,,,,,,,,,,,1995
46,46,MIA,George Banks,Texas-El Paso,,,,,,,,,,,,,,,,,,1995
47,47,SAC,Tyus Edney,UCLA,4,226,4743,1728,393,910,.405,.322,.806,21.0,7.6,1.7,4.0,6.8,.068,-1.5,0.7,1995
48,48,MIN,Mark Davis,Texas Tech,5,230,3681,1261,697,294,.442,.246,.655,16.0,5.5,3.0,1.3,2.3,.030,-2.4,-0.4,1995
49,49,MIN,Jerome Allen,Penn,2,117,1305,336,123,201,.350,.317,.630,11.2,2.9,1.1,1.7,0.2,.006,-3.2,-0.4,1995
50,50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,.473,.300,.593,9.6,3.6,1.4,0.3,0.1,.026,-5.0,-0.2,1995
51,51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,,1995
52,52,IND,Fred Hoiberg,Iowa State,10,541,9978,2944,1438,846,.431,.396,.854,18.4,5.4,2.7,1.6,27.6,.133,1.2,8.0,1995
53,53,LAC,Constantin Popa,Miami (FL),,,,,,,,,,,,,,,,,,1995
54,54,SEA,Eurelijus Žukauskas,,,,,,,,,,,,,,,,,,,1995
55,55,GSW,Michael McDonald,New Orleans,1,1,4,0,1,0,,,,4.0,0.0,1.0,0.0,-0.1,-.638,-32.4,0.0,1995
56,56,PHO,Chris Carr,Southern Illinois,6,297,4505,1988,658,294,.416,.338,.807,15.2,6.7,2.2,1.0,3.9,.042,-3.0,-1.1,1995
